date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:33:43	35821/35821	---MC-	200	added ('OK')	application/json	date:Thu,%2025%20Nov%202021%2017:03:37%20GMT	http://localhost/wordpress/wp-json/wp/v2/pages/119	C:/My%20Web%20Sites/global_certifications/localhost/wordpress/wp-json/wp/v2/pages/119.json	(from http://localhost/wordpress/our-produce/)
22:33:45	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2025%20Nov%202021%2017:03:44%20GMT	http://localhost/wordpress/?p=137	C:/My%20Web%20Sites/global_certifications/localhost/wordpress/index60d6.html	(from http://localhost/wordpress/testimonial/)
22:33:45	2268/2268	---M--	200	added ('OK')	application/json	date:Thu,%2025%20Nov%202021%2017:03:43%20GMT	http://localhost/wordpress/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fwordpress%2Ftestimonial%2F	C:/My%20Web%20Sites/global_certifications/localhost/wordpress/wp-json/oembed/1.0/embedf324.json	(from http://localhost/wordpress/testimonial/)
22:33:45	19005/19005	---MC-	200	added ('OK')	application/json	date:Thu,%2025%20Nov%202021%2017:03:42%20GMT	http://localhost/wordpress/wp-json/wp/v2/pages/137	C:/My%20Web%20Sites/global_certifications/localhost/wordpress/wp-json/wp/v2/pages/137.json	(from http://localhost/wordpress/testimonial/)
22:33:46	2356/2356	---M--	200	added ('OK')	text/xml	date:Thu,%2025%20Nov%202021%2017:03:45%20GMT	http://localhost/wordpress/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fwordpress%2Ftestimonial%2F&format=xml	C:/My%20Web%20Sites/global_certifications/localhost/wordpress/wp-json/oembed/1.0/embeda18b	(from http://localhost/wordpress/testimonial/)
22:33:48	6472/6472	---M--	200	added ('OK')	image/jpeg	etag:%221948-5d17ee95455a4%22	http://localhost/wordpress/wp-content/uploads/2021/11/iso-50001-2018-2-1.jpg	C:/My%20Web%20Sites/global_certifications/localhost/wordpress/wp-content/uploads/2021/11/iso-50001-2018-2-1.jpg	(from http://localhost/wordpress/testimonial/)
22:33:48	10980/10980	---M--	200	added ('OK')	image/jpeg	etag:%222ae4-5d1428c454af5%22	http://localhost/wordpress/wp-content/uploads/2021/11/sa-8000.jpg	C:/My%20Web%20Sites/global_certifications/localhost/wordpress/wp-content/uploads/2021/11/sa-8000.jpg	(from http://localhost/wordpress/testimonial/)
22:33:49	10387/10387	---M--	200	added ('OK')	image/jpeg	etag:%222893-5d17ee9519692%22	http://localhost/wordpress/wp-content/uploads/2021/11/halal-1.jpg	C:/My%20Web%20Sites/global_certifications/localhost/wordpress/wp-content/uploads/2021/11/halal-1.jpg	(from http://localhost/wordpress/testimonial/)
22:33:52	15585/15585	---M--	200	added ('OK')	image/png	etag:%223ce1-5d193f674b477%22	http://localhost/wordpress/wp-content/uploads/2021/11/mediamodifier_cropped_image-6.png	C:/My%20Web%20Sites/global_certifications/localhost/wordpress/wp-content/uploads/2021/11/mediamodifier_cropped_image-6.png	(from http://localhost/wordpress/testimonial/)
22:33:52	27413/27413	---M--	200	added ('OK')	image/png	etag:%226b15-5d1936aadaa84%22	http://localhost/wordpress/wp-content/uploads/2021/11/resizedImage-2.png	C:/My%20Web%20Sites/global_certifications/localhost/wordpress/wp-content/uploads/2021/11/resizedImage-2.png	(from http://localhost/wordpress/testimonial/)
22:33:53	175506/175506	---M--	200	added ('OK')	image/jpeg	etag:%222ad92-5d17eeb129f0a%22	http://localhost/wordpress/wp-content/uploads/2021/11/quality.jpg	C:/My%20Web%20Sites/global_certifications/localhost/wordpress/wp-content/uploads/2021/11/quality.jpg	(from http://localhost/wordpress/our-farm/)
22:33:53	0/-1	---M--	301	error ('')			http://localhost/wordpress/contact-us	C:/My%20Web%20Sites/global_certifications/localhost/wordpress/contact-us.4e.delayed	(from http://localhost/wordpress/testimonial/)
22:33:54	9689/9689	---M--	200	added ('OK')	text/css	etag:%2225d9-5d19f8db5a108%22	http://localhost/wordpress/wp-content/uploads/elementor/css/post-145.css?ver=1637858091	C:/My%20Web%20Sites/global_certifications/localhost/wordpress/wp-content/uploads/elementor/css/post-145970e.css	(from http://localhost/wordpress/contact-us/)
22:33:55	12710/12710	---M--	200	added ('OK')	image/png	etag:%2231a6-5d19400250bd2%22	http://localhost/wordpress/wp-content/uploads/2021/11/mediamodifier_cropped_image-1-1.png	C:/My%20Web%20Sites/global_certifications/localhost/wordpress/wp-content/uploads/2021/11/mediamodifier_cropped_image-1-1.png	(from http://localhost/wordpress/testimonial/)
22:33:55	17130/17130	---M--	200	added ('OK')	image/png	etag:%2242ea-5d193fb64ae33%22	http://localhost/wordpress/wp-content/uploads/2021/11/mediamodifier_cropped_image-7.png	C:/My%20Web%20Sites/global_certifications/localhost/wordpress/wp-content/uploads/2021/11/mediamodifier_cropped_image-7.png	(from http://localhost/wordpress/testimonial/)
22:33:56	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2025%20Nov%202021%2017:03:55%20GMT	http://localhost/wordpress/?p=145	C:/My%20Web%20Sites/global_certifications/localhost/wordpress/indexbe3b.html	(from http://localhost/wordpress/contact-us/)
22:33:57	2263/2263	---M--	200	added ('OK')	application/json	date:Thu,%2025%20Nov%202021%2017:03:55%20GMT	http://localhost/wordpress/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fwordpress%2Fcontact-us%2F	C:/My%20Web%20Sites/global_certifications/localhost/wordpress/wp-json/oembed/1.0/embedf48b.json	(from http://localhost/wordpress/contact-us/)
22:33:57	17107/17107	---MC-	200	added ('OK')	application/json	date:Thu,%2025%20Nov%202021%2017:03:54%20GMT	http://localhost/wordpress/wp-json/wp/v2/pages/145	C:/My%20Web%20Sites/global_certifications/localhost/wordpress/wp-json/wp/v2/pages/145.json	(from http://localhost/wordpress/contact-us/)
22:33:57	82516/82516	---M--	200	added ('OK')	image/png	etag:%2214254-5d1935ebb4578%22	http://localhost/wordpress/wp-content/uploads/2021/11/resizedImage.png	C:/My%20Web%20Sites/global_certifications/localhost/wordpress/wp-content/uploads/2021/11/resizedImage.png	(from http://localhost/wordpress/testimonial/)
22:33:58	2351/2351	---M--	200	added ('OK')	text/xml	date:Thu,%2025%20Nov%202021%2017:03:57%20GMT	http://localhost/wordpress/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fwordpress%2Fcontact-us%2F&format=xml	C:/My%20Web%20Sites/global_certifications/localhost/wordpress/wp-json/oembed/1.0/embed0800	(from http://localhost/wordpress/contact-us/)
22:33:58	21809/21809	---M--	200	added ('OK')	text/css	etag:%225531-5cf219215506e%22	http://localhost/wordpress/wp-content/plugins/wpforms-lite/assets/css/wpforms-base.min.css?ver=1.7.0	C:/My%20Web%20Sites/global_certifications/localhost/wordpress/wp-content/plugins/wpforms-lite/assets/css/wpforms-base.min7d4c.css	(from http://localhost/wordpress/contact-us/)
22:33:59	1713/1713	---M--	200	added ('OK')	application/javascript	etag:%226b1-5cf21924019c1%22	http://localhost/wordpress/wp-content/plugins/wpforms-lite/assets/js/punycode.min.js?ver=1.0.0	C:/My%20Web%20Sites/global_certifications/localhost/wordpress/wp-content/plugins/wpforms-lite/assets/js/punycode.min8a54.js	(from http://localhost/wordpress/contact-us/)
22:33:59	4014/4014	---M--	200	added ('OK')	application/javascript	etag:%22fae-5cf21923f528d%22	http://localhost/wordpress/wp-content/plugins/wpforms-lite/assets/js/mailcheck.min.js?ver=1.1.2	C:/My%20Web%20Sites/global_certifications/localhost/wordpress/wp-content/plugins/wpforms-lite/assets/js/mailcheck.mincfa9.js	(from http://localhost/wordpress/contact-us/)
22:34:00	24430/24430	---M--	200	added ('OK')	application/javascript	etag:%225f6e-5cf21923f2f65%22	http://localhost/wordpress/wp-content/plugins/wpforms-lite/assets/js/jquery.validate.min.js?ver=1.19.3	C:/My%20Web%20Sites/global_certifications/localhost/wordpress/wp-content/plugins/wpforms-lite/assets/js/jquery.validate.min6134.js	(from http://localhost/wordpress/contact-us/)
22:34:03	67045/67045	---M--	200	added ('OK')	application/javascript	etag:%22105e5-5cf21924132fb%22	http://localhost/wordpress/wp-content/plugins/wpforms-lite/assets/js/wpforms.js?ver=1.7.0	C:/My%20Web%20Sites/global_certifications/localhost/wordpress/wp-content/plugins/wpforms-lite/assets/js/wpforms7d4c.js	(from http://localhost/wordpress/contact-us/)
22:36:22	602/602	---M--	200	added ('OK')	image/svg+xml	etag:%2225a-5cf21922fd07c%22	http://localhost/wordpress/wp-content/plugins/wpforms-lite/assets/images/times-solid-white.svg	C:/My%20Web%20Sites/global_certifications/localhost/wordpress/wp-content/plugins/wpforms-lite/assets/images/times-solid-white.svg	(from http://localhost/wordpress/wp-content/plugins/wpforms-lite/assets/css/wpforms-base.min.css?ver=1.7.0)
22:39:10	1894239/1894239	---M--	200	added ('OK')	image/jpeg	etag:%221ce75f-5d17ee947262e%22	http://localhost/wordpress/wp-content/uploads/2021/11/pexels-anete-lusina-4792284-1.jpg	C:/My%20Web%20Sites/global_certifications/localhost/wordpress/wp-content/uploads/2021/11/pexels-anete-lusina-4792284-1.jpg	(from http://localhost/wordpress/wp-content/uploads/elementor/css/post-137.css?ver=1637858086)
22:39:44	2183294/2183294	---M--	200	added ('OK')	image/jpeg	etag:%2221507e-5d17ee9a4be07%22	http://localhost/wordpress/wp-content/uploads/2021/11/kelly-sikkema-ml1IgjV8OvY-unsplash-1.jpg	C:/My%20Web%20Sites/global_certifications/localhost/wordpress/wp-content/uploads/2021/11/kelly-sikkema-ml1IgjV8OvY-unsplash-1.jpg	(from http://localhost/wordpress/wp-content/uploads/elementor/css/post-119.css?ver=1637858082)
22:41:02	3142611/3142611	UR-M--	200	added ('Partial%20Content')	image/jpeg	etag:%222ff3d3-5d16b847502c4%22	http://localhost/wordpress/wp-content/uploads/2021/11/pexels-josh-sorenson-1714205.jpg	C:/My%20Web%20Sites/global_certifications/localhost/wordpress/wp-content/uploads/2021/11/pexels-josh-sorenson-1714205.jpg	(from http://localhost/wordpress/wp-content/uploads/elementor/css/post-92.css?ver=1637858077)
22:44:44	8617454/8617454	---M--	200	added ('OK')	image/jpeg	etag:%22837dee-5d17ee930986b%22	http://localhost/wordpress/wp-content/uploads/2021/11/kaleb-tapp-J59wWPn09BE-unsplash-1.jpg	C:/My%20Web%20Sites/global_certifications/localhost/wordpress/wp-content/uploads/2021/11/kaleb-tapp-J59wWPn09BE-unsplash-1.jpg	(from http://localhost/wordpress/wp-content/uploads/elementor/css/post-145.css?ver=1637858091)
